矩阵大小,列访问时间(ms),列StdDev,行访问时间(ms),行StdDev,加速比,内存占用(KB),L1缓存倍数,L2缓存倍数,L3缓存倍数
2115,12.82600,0.23587,3.37533,0.10293,3.800,34963.59,728.41,17.07,1.14
2116,14.20667,0.74473,5.05933,1.15936,2.808,34996.66,729.10,17.09,1.14
2117,14.30833,0.10050,3.38267,0.14325,4.230,35029.73,729.79,17.10,1.14
2118,13.16533,0.23788,3.35900,0.06481,3.919,35062.83,730.48,17.12,1.14
2119,14.84600,0.32089,3.32733,0.17588,4.462,35095.94,731.17,17.14,1.14
2120,14.94667,0.75509,3.29933,0.12172,4.530,35129.06,731.86,17.15,1.14
2121,14.32900,0.71096,3.51967,0.28508,4.071,35162.20,732.55,17.17,1.14
2122,14.72400,0.26064,3.86567,0.34214,3.809,35195.36,733.24,17.19,1.15
2123,14.31300,0.67444,4.16267,0.36726,3.438,35228.53,733.93,17.20,1.15
2124,13.95667,0.06215,4.29733,0.50541,3.248,35261.72,734.62,17.22,1.15
2125,19.53733,0.87567,3.88000,0.29748,5.035,35294.92,735.31,17.23,1.15
2126,14.25300,0.55708,3.34700,0.17374,4.258,35328.14,736.00,17.25,1.15
2127,16.70633,0.36225,3.28967,0.07691,5.078,35361.38,736.70,17.27,1.15
2128,22.25633,0.62940,4.49000,0.30563,4.957,35394.62,737.39,17.28,1.15
2129,20.04233,0.78410,4.46700,0.38948,4.487,35427.89,738.08,17.30,1.15
2130,21.22800,0.74135,3.42767,0.08460,6.193,35461.17,738.77,17.32,1.15
2131,27.85433,1.41084,3.88433,0.22409,7.171,35494.47,739.47,17.33,1.16
2132,25.39900,0.90522,3.85867,0.35874,6.582,35527.78,740.16,17.35,1.16
2133,19.57067,0.57782,3.42200,0.07986,5.719,35561.11,740.86,17.36,1.16
2134,16.21500,0.49358,3.06000,0.21851,5.299,35594.45,741.55,17.38,1.16
2135,16.41933,0.79760,3.51233,0.14604,4.675,35627.81,742.25,17.40,1.16
2136,15.59600,0.37987,3.23433,0.25812,4.822,35661.19,742.94,17.41,1.16
2137,15.25933,0.46059,3.54767,0.40202,4.301,35694.58,743.64,17.43,1.16
2138,14.40833,0.49625,3.77933,0.44872,3.812,35727.98,744.33,17.45,1.16
2139,15.29600,0.16552,4.23000,0.78368,3.616,35761.41,745.03,17.46,1.16
2140,14.06000,0.34819,3.44767,0.31483,4.078,35794.84,745.73,17.48,1.17
2141,15.06367,0.92538,3.73400,0.01577,4.034,35828.30,746.42,17.49,1.17
2142,16.64233,1.91333,3.44900,0.20393,4.825,35861.77,747.12,17.51,1.17
2143,15.68900,1.59885,4.30633,0.58567,3.643,35895.25,747.82,17.53,1.17
2144,18.68133,0.43848,4.75367,0.14000,3.930,35928.75,748.52,17.54,1.17
2145,15.59033,1.05142,3.59200,0.36488,4.340,35962.27,749.21,17.56,1.17
2146,15.13400,1.77358,4.33100,0.60536,3.494,35995.80,749.91,17.58,1.17
2147,14.38167,0.66613,3.75267,0.54638,3.832,36029.34,750.61,17.59,1.17
2148,15.05200,0.76467,4.49133,0.83414,3.351,36062.91,751.31,17.61,1.17
2149,14.38633,0.84214,3.45833,0.09094,4.160,36096.48,752.01,17.63,1.18
2150,14.32467,0.48237,3.93233,0.34136,3.643,36130.08,752.71,17.64,1.18
2151,15.05467,0.59015,3.59233,0.23117,4.191,36163.69,753.41,17.66,1.18
2152,15.65167,1.08629,3.96167,0.27040,3.951,36197.31,754.11,17.67,1.18
2153,17.57467,2.74022,3.49400,0.24168,5.030,36230.95,754.81,17.69,1.18
2154,19.09700,2.56801,5.52433,1.40188,3.457,36264.61,755.51,17.71,1.18
2155,16.17267,0.92957,3.71900,0.12686,4.349,36298.28,756.21,17.72,1.18
2156,16.54333,0.83003,4.69967,1.47531,3.520,36331.97,756.92,17.74,1.18
2157,21.24300,4.33652,3.91133,0.15520,5.431,36365.67,757.62,17.76,1.18
2158,17.24000,1.51226,4.62400,0.40589,3.728,36399.39,758.32,17.77,1.18
2159,16.45733,1.16639,5.90633,1.56043,2.786,36433.12,759.02,17.79,1.19
2160,22.55067,1.49302,3.69633,0.30437,6.101,36466.88,759.73,17.81,1.19
2161,25.94467,6.02159,4.82267,1.08024,5.380,36500.64,760.43,17.82,1.19
2162,21.69267,3.44194,3.73567,0.21464,5.807,36534.42,761.13,17.84,1.19
2163,22.69300,0.09841,3.63433,0.20197,6.244,36568.22,761.84,17.86,1.19
2164,22.62700,2.79779,3.52567,0.05891,6.418,36602.03,762.54,17.87,1.19
2165,25.17533,2.36002,4.60400,0.81871,5.468,36635.86,763.25,17.89,1.19
2166,26.32967,1.16932,4.79433,0.04368,5.492,36669.70,763.95,17.91,1.19
2167,26.14100,0.67384,4.27700,0.41890,6.112,36703.56,764.66,17.92,1.19
2168,22.77733,0.17837,3.18067,0.10287,7.161,36737.44,765.36,17.94,1.20
2169,19.12733,1.17982,4.39767,0.17961,4.349,36771.33,766.07,17.95,1.20
2170,19.68800,0.34336,3.16133,0.07430,6.228,36805.23,766.78,17.97,1.20
2171,15.53733,0.52809,3.55933,0.17096,4.365,36839.16,767.48,17.99,1.20
2172,18.30067,0.14917,3.86300,0.32511,4.737,36873.09,768.19,18.00,1.20
2173,15.89000,0.85598,3.45333,0.11511,4.601,36907.05,768.90,18.02,1.20
2174,16.12933,0.26082,3.27700,0.09547,4.922,36941.02,769.60,18.04,1.20
2175,16.67500,1.00003,3.90967,0.47477,4.265,36975.00,770.31,18.05,1.20
2176,27.10800,0.24433,3.55133,0.11459,7.633,37009.00,771.02,18.07,1.20
2177,16.84500,0.85395,3.89233,0.37002,4.328,37043.02,771.73,18.09,1.21
2178,15.81933,0.47652,3.73500,0.07827,4.235,37077.05,772.44,18.10,1.21
2179,21.18300,1.98090,3.65433,0.02805,5.797,37111.09,773.15,18.12,1.21
2180,15.16900,0.09318,3.31100,0.04561,4.581,37145.16,773.86,18.14,1.21
2181,16.61367,0.76046,4.22900,0.08410,3.929,37179.23,774.57,18.15,1.21
2182,15.90833,1.18644,4.19000,0.55312,3.797,37213.33,775.28,18.17,1.21
2183,17.24267,1.65770,3.88267,0.30594,4.441,37247.44,775.99,18.19,1.21
2184,15.71200,0.21638,3.16933,0.08514,4.958,37281.56,776.70,18.20,1.21
2185,14.72667,0.80326,3.24367,0.13653,4.540,37315.70,777.41,18.22,1.21
2186,14.82767,0.16827,3.29200,0.11658,4.504,37349.86,778.12,18.24,1.22
2187,15.79467,0.55174,3.38600,0.09135,4.665,37384.03,778.83,18.25,1.22
2188,16.43700,0.23928,3.46900,0.30497,4.738,37418.22,779.55,18.27,1.22
2189,15.83000,0.51724,3.10367,0.03552,5.100,37452.42,780.26,18.29,1.22
2190,15.96833,0.17059,3.52700,0.26911,4.527,37486.64,780.97,18.30,1.22
2191,21.69467,3.97363,3.77733,0.03431,5.743,37520.88,781.68,18.32,1.22
2192,24.18533,0.36716,4.05133,0.21057,5.970,37555.12,782.40,18.34,1.22
2193,18.32700,0.31807,3.46933,0.12362,5.283,37589.39,783.11,18.35,1.22
2194,16.09367,0.09228,3.80833,0.02248,4.226,37623.67,783.83,18.37,1.22
2195,19.29300,0.87725,4.23967,0.14121,4.551,37657.97,784.54,18.39,1.23
2196,15.36133,0.29382,3.98033,0.22375,3.859,37692.28,785.26,18.40,1.23
2197,19.73233,1.63207,4.14533,0.22803,4.760,37726.61,785.97,18.42,1.23
2198,16.85267,0.24498,3.37633,0.17391,4.991,37760.95,786.69,18.44,1.23
2199,21.91267,0.97911,3.49267,0.13553,6.274,37795.31,787.40,18.45,1.23
2200,20.12167,0.18047,3.29867,0.04517,6.100,37829.69,788.12,18.47,1.23
2201,24.39367,2.13281,3.86300,0.45648,6.315,37864.08,788.83,18.49,1.23
2202,25.79767,0.41463,3.48300,0.19437,7.407,37898.48,789.55,18.51,1.23
2203,22.62933,1.31990,4.35300,0.05048,5.199,37932.91,790.27,18.52,1.23
2204,26.84600,0.82188,3.26433,0.17529,8.224,37967.34,790.99,18.54,1.24
2205,21.02767,0.27945,3.55500,0.09197,5.915,38001.80,791.70,18.56,1.24
2206,19.93200,0.81810,3.64767,0.03887,5.464,38036.27,792.42,18.57,1.24
2207,19.10033,0.58846,3.42267,0.11799,5.581,38070.75,793.14,18.59,1.24
2208,25.99533,1.87086,3.56433,0.10270,7.293,38105.25,793.86,18.61,1.24
2209,22.12233,0.69877,3.68367,0.14055,6.006,38139.77,794.58,18.62,1.24
2210,16.65967,0.44020,3.42800,0.14471,4.860,38174.30,795.30,18.64,1.24
2211,19.88233,1.39481,4.46567,0.11462,4.452,38208.84,796.02,18.66,1.24
2212,17.04567,0.07763,3.77367,0.14028,4.517,38243.41,796.74,18.67,1.24
2213,18.78400,0.74915,3.71633,0.10774,5.054,38277.98,797.46,18.69,1.25
2214,18.94667,0.57527,3.51600,0.13983,5.389,38312.58,798.18,18.71,1.25
2215,18.94233,0.23239,3.67167,0.17565,5.159,38347.19,798.90,18.72,1.25
2216,18.80900,0.42596,3.82533,0.29354,4.917,38381.81,799.62,18.74,1.25
2217,19.80167,0.20427,4.00267,0.36283,4.947,38416.45,800.34,18.76,1.25
2218,16.82767,0.49920,4.17133,0.12433,4.034,38451.11,801.06,18.77,1.25
2219,17.32567,0.26595,3.83400,0.15975,4.519,38485.78,801.79,18.79,1.25
2220,18.54633,0.21662,3.84233,0.47339,4.827,38520.47,802.51,18.81,1.25
2221,17.21833,0.76664,3.62900,0.07354,4.745,38555.17,803.23,18.83,1.26
2222,18.06800,1.01624,5.16767,0.41866,3.496,38589.89,803.96,18.84,1.26
2223,24.14300,1.15344,4.41433,0.24591,5.469,38624.62,804.68,18.86,1.26
2224,23.47400,0.75095,3.61033,0.12968,6.502,38659.38,805.40,18.88,1.26
2225,21.45433,0.74852,5.00000,0.37543,4.291,38694.14,806.13,18.89,1.26
2226,21.74200,0.92273,5.13733,0.31503,4.232,38728.92,806.85,18.91,1.26
2227,20.09600,0.16175,4.01367,0.11313,5.007,38763.72,807.58,18.93,1.26
2228,18.74733,0.86173,3.67033,0.27223,5.108,38798.53,808.30,18.94,1.26
2229,20.64267,0.30015,3.86167,0.05390,5.346,38833.36,809.03,18.96,1.26
2230,17.54700,0.62332,4.42100,0.59445,3.969,38868.20,809.75,18.98,1.27
2231,21.14067,0.50821,4.54067,0.23695,4.656,38903.06,810.48,19.00,1.27
2232,20.75433,0.34644,3.44833,0.07880,6.019,38937.94,811.21,19.01,1.27
2233,21.90300,0.24042,4.62467,0.05509,4.736,38972.83,811.93,19.03,1.27
2234,21.99467,0.39492,4.71133,0.25231,4.668,39007.73,812.66,19.05,1.27
2235,27.05767,3.11428,3.86467,0.14923,7.001,39042.66,813.39,19.06,1.27
2236,20.16233,0.14270,3.53133,0.33250,5.710,39077.59,814.12,19.08,1.27
2237,21.56433,0.41867,3.58700,0.09170,6.012,39112.55,814.84,19.10,1.27
2238,22.76700,0.70841,3.74400,0.22738,6.081,39147.52,815.57,19.11,1.27
2239,31.65600,2.29741,5.46533,1.27369,5.792,39182.50,816.30,19.13,1.28
2240,30.68067,0.64906,4.19833,0.16947,7.308,39217.50,817.03,19.15,1.28
2241,26.47967,0.86613,4.07467,0.42723,6.499,39252.52,817.76,19.17,1.28
2242,27.25767,0.15003,3.84700,0.13381,7.085,39287.55,818.49,19.18,1.28
2243,27.25333,0.30717,3.89300,0.11683,7.001,39322.59,819.22,19.20,1.28
2244,22.42200,0.43806,3.62167,0.27392,6.191,39357.66,819.95,19.22,1.28
2245,33.32300,5.84430,8.69500,2.38249,3.832,39392.73,820.68,19.23,1.28
2246,22.04933,1.29706,3.88833,0.09189,5.671,39427.83,821.41,19.25,1.28
2247,23.29567,1.49412,4.32667,0.25174,5.384,39462.94,822.14,19.27,1.28
2248,30.61033,5.62357,3.45933,0.07076,8.849,39498.06,822.88,19.29,1.29
2249,22.90167,2.05646,4.93833,0.17779,4.638,39533.20,823.61,19.30,1.29
2250,19.05167,0.28022,3.49200,0.01490,5.456,39568.36,824.34,19.32,1.29
2251,20.31233,0.14343,4.99400,0.06687,4.067,39603.53,825.07,19.34,1.29
2252,21.88500,0.23786,4.13300,0.20506,5.295,39638.72,825.81,19.35,1.29
2253,21.77233,1.25214,4.59867,0.11299,4.734,39673.92,826.54,19.37,1.29
2254,19.55100,0.10674,3.70067,0.06157,5.283,39709.14,827.27,19.39,1.29
2255,21.34867,1.17856,3.91300,0.39150,5.456,39744.38,828.01,19.41,1.29
2256,25.91700,0.28841,3.64067,0.08858,7.119,39779.62,828.74,19.42,1.29
2257,21.72600,1.03803,3.36167,0.06115,6.463,39814.89,829.48,19.44,1.30
2258,22.91667,0.53739,3.73133,0.03179,6.142,39850.17,830.21,19.46,1.30
2259,19.81233,0.71778,3.64067,0.62786,5.442,39885.47,830.95,19.48,1.30
2260,19.84667,0.90218,3.96767,0.37642,5.002,39920.78,831.68,19.49,1.30
2261,20.25567,1.19380,3.57967,0.09782,5.659,39956.11,832.42,19.51,1.30
2262,19.95267,0.29115,3.60700,0.37559,5.532,39991.45,833.16,19.53,1.30
2263,23.73600,1.49453,3.80533,0.12060,6.238,40026.81,833.89,19.54,1.30
2264,22.71133,2.02709,3.56933,0.02042,6.363,40062.19,834.63,19.56,1.30
2265,23.62133,1.16442,3.91033,0.06711,6.041,40097.58,835.37,19.58,1.31
2266,18.18367,2.66562,3.13800,0.04940,5.795,40132.98,836.10,19.60,1.31
2267,14.86467,2.85143,3.67867,0.12983,4.041,40168.41,836.84,19.61,1.31
2268,21.62800,0.11406,4.44533,0.30301,4.865,40203.84,837.58,19.63,1.31
2269,19.91400,0.58291,4.06067,0.26312,4.904,40239.30,838.32,19.65,1.31
2270,20.02867,0.33066,3.56467,0.04806,5.619,40274.77,839.06,19.67,1.31
2271,23.30200,0.75550,3.78733,0.27386,6.153,40310.25,839.80,19.68,1.31
2272,27.60600,0.42019,3.69033,0.19556,7.481,40345.75,840.54,19.70,1.31
2273,22.97867,1.16910,3.55800,0.41865,6.458,40381.27,841.28,19.72,1.31
2274,22.10733,0.76760,3.65300,0.26484,6.052,40416.80,842.02,19.73,1.32
2275,24.36500,0.59861,3.52800,0.15719,6.906,40452.34,842.76,19.75,1.32
2276,24.22300,0.39243,3.66033,0.29405,6.618,40487.91,843.50,19.77,1.32
2277,25.93533,0.74149,3.61700,0.22116,7.170,40523.48,844.24,19.79,1.32
2278,25.97533,0.39668,3.49100,0.03116,7.441,40559.08,844.98,19.80,1.32
2279,28.04500,2.15192,4.71267,0.47734,5.951,40594.69,845.72,19.82,1.32
2280,27.62833,1.02999,3.87600,0.20718,7.128,40630.31,846.46,19.84,1.32
2281,28.58567,2.64908,4.01067,0.08597,7.127,40665.95,847.21,19.86,1.32
2282,25.29600,0.35954,3.69033,0.10304,6.855,40701.61,847.95,19.87,1.32
2283,24.55633,0.70882,4.06100,0.04575,6.047,40737.28,848.69,19.89,1.33
2284,23.60033,0.17782,3.69133,0.06533,6.393,40772.97,849.44,19.91,1.33
2285,24.89133,0.97770,3.77400,0.14866,6.595,40808.67,850.18,19.93,1.33
2286,25.38967,1.30777,3.62233,0.06369,7.009,40844.39,850.92,19.94,1.33
2287,25.46400,1.05746,3.52500,0.04904,7.224,40880.12,851.67,19.96,1.33
2288,29.63800,0.39652,3.75267,0.23233,7.898,40915.88,852.41,19.98,1.33
2289,24.00300,1.09912,4.21033,0.19959,5.701,40951.64,853.16,20.00,1.33
2290,21.59767,0.43827,3.88700,0.30075,5.556,40987.42,853.90,20.01,1.33
2291,22.58467,0.65688,3.88467,0.09745,5.814,41023.22,854.65,20.03,1.34
2292,23.18267,0.27110,3.80800,0.21349,6.088,41059.03,855.40,20.05,1.34
2293,24.20200,1.26680,4.00100,0.19370,6.049,41094.86,856.14,20.07,1.34
2294,21.80500,0.35181,3.65933,0.09613,5.959,41130.70,856.89,20.08,1.34
2295,24.98600,0.95046,4.47200,0.62298,5.587,41166.56,857.64,20.10,1.34
2296,24.19167,0.13183,3.71600,0.11690,6.510,41202.44,858.38,20.12,1.34
2297,25.56800,1.42924,3.85433,0.08813,6.634,41238.33,859.13,20.14,1.34
2298,21.90900,0.60321,3.84267,0.20819,5.702,41274.23,859.88,20.15,1.34
2299,23.77100,0.49442,3.87767,0.21450,6.130,41310.16,860.63,20.17,1.34
2300,26.08467,1.80738,3.86167,0.33096,6.755,41346.09,861.38,20.19,1.35
2301,22.53367,0.43644,3.60600,0.10030,6.249,41382.05,862.13,20.21,1.35
2302,21.71600,0.27261,3.79167,0.17504,5.727,41418.02,862.88,20.22,1.35
2303,24.42000,0.95001,4.28867,0.54027,5.694,41454.00,863.62,20.24,1.35
2304,42.67933,1.14113,4.10300,0.46366,10.402,41490.00,864.38,20.26,1.35
2305,24.93433,1.41823,3.52233,0.06581,7.079,41526.02,865.13,20.28,1.35
2306,21.77767,0.38707,3.69333,0.12970,5.896,41562.05,865.88,20.29,1.35
2307,26.22733,1.28409,4.38367,0.38743,5.983,41598.09,866.63,20.31,1.35
2308,22.92100,0.12423,3.48233,0.03890,6.582,41634.16,867.38,20.33,1.36
2309,25.49767,1.94134,3.87167,0.20472,6.586,41670.23,868.13,20.35,1.36
2310,22.78467,0.46406,3.65133,0.13147,6.240,41706.33,868.88,20.36,1.36
2311,26.66133,0.89550,3.96433,0.27973,6.725,41742.44,869.63,20.38,1.36
2312,28.84433,0.53848,4.27700,0.40171,6.744,41778.56,870.39,20.40,1.36
2313,24.63633,1.72423,4.24767,0.19314,5.800,41814.70,871.14,20.42,1.36
2314,23.33400,0.58916,3.71933,0.09138,6.274,41850.86,871.89,20.43,1.36
2315,26.29367,0.91804,3.76200,0.13008,6.989,41887.03,872.65,20.45,1.36
2316,24.97100,0.35556,3.96500,0.23442,6.298,41923.22,873.40,20.47,1.36
2317,35.93833,2.07256,4.47533,0.37300,8.030,41959.42,874.15,20.49,1.37
2318,28.00000,0.38710,4.32033,0.20367,6.481,41995.64,874.91,20.51,1.37
2319,31.54633,1.01690,4.45333,0.27054,7.084,42031.88,875.66,20.52,1.37
2320,33.37267,0.57514,4.19200,0.69580,7.961,42068.12,876.42,20.54,1.37
2321,31.19700,0.73434,4.51233,0.49608,6.914,42104.39,877.17,20.56,1.37
2322,30.61733,0.46922,3.81500,0.04416,8.026,42140.67,877.93,20.58,1.37
2323,34.42800,1.43089,5.08767,0.22096,6.767,42176.97,878.69,20.59,1.37
2324,27.55433,0.43340,3.69600,0.02988,7.455,42213.28,879.44,20.61,1.37
2325,30.57933,0.10846,3.89600,0.23668,7.849,42249.61,880.20,20.63,1.38
2326,24.93867,0.20275,4.00867,0.29028,6.221,42285.95,880.96,20.65,1.38
2327,31.91267,1.19016,4.09867,0.11537,7.786,42322.31,881.71,20.67,1.38
2328,28.76133,1.64879,3.75167,0.01190,7.666,42358.69,882.47,20.68,1.38
2329,27.72067,1.20447,4.43000,0.10032,6.257,42395.08,883.23,20.70,1.38
2330,25.15967,0.42804,4.40133,0.32000,5.716,42431.48,883.99,20.72,1.38
2331,29.58433,1.97937,4.68667,0.59222,6.312,42467.91,884.75,20.74,1.38
2332,25.75567,0.66940,4.41633,0.43670,5.832,42504.34,885.51,20.75,1.38
2333,30.89700,0.78498,4.39467,0.23949,7.031,42540.80,886.27,20.77,1.38
2334,24.66000,0.08380,4.20900,0.10949,5.859,42577.27,887.03,20.79,1.39
2335,28.15267,1.55528,4.29333,0.30147,6.557,42613.75,887.79,20.81,1.39
2336,32.59900,0.74097,4.63767,0.36491,7.029,42650.25,888.55,20.83,1.39
2337,27.75767,1.20219,4.03933,0.17501,6.872,42686.77,889.31,20.84,1.39
2338,36.68100,0.89619,4.18433,0.03675,8.766,42723.30,890.07,20.86,1.39
2339,25.05333,0.76900,4.32533,0.43380,5.792,42759.84,890.83,20.88,1.39
2340,25.24233,0.20170,4.42067,0.26772,5.710,42796.41,891.59,20.90,1.39
2341,25.27200,0.39188,4.30000,0.51948,5.877,42832.98,892.35,20.91,1.39
2342,23.87633,0.10117,3.93700,0.02662,6.065,42869.58,893.12,20.93,1.40
2343,32.12600,1.65482,4.26667,0.20483,7.530,42906.19,893.88,20.95,1.40
2344,26.52367,0.07829,4.31033,0.11689,6.154,42942.81,894.64,20.97,1.40
2345,32.55933,1.33112,3.97833,0.25014,8.184,42979.45,895.41,20.99,1.40
2346,25.59033,0.76547,4.19267,0.32867,6.104,43016.11,896.17,21.00,1.40
2347,29.59100,1.41893,4.08933,0.11295,7.236,43052.78,896.93,21.02,1.40
2348,27.10333,0.44363,3.80067,0.09343,7.131,43089.47,897.70,21.04,1.40
2349,27.99733,1.29548,5.07133,0.01406,5.521,43126.17,898.46,21.06,1.40
2350,27.50067,1.24366,3.87433,0.13927,7.098,43162.89,899.23,21.08,1.41
2351,29.79600,1.72153,4.43767,0.32828,6.714,43199.62,899.99,21.09,1.41
2352,35.07633,0.19974,3.87800,0.10752,9.045,43236.38,900.76,21.11,1.41
2353,31.43500,0.61158,4.10333,0.10055,7.661,43273.14,901.52,21.13,1.41
2354,30.17533,0.86848,3.72433,0.13339,8.102,43309.92,902.29,21.15,1.41
2355,30.99500,1.36317,4.49267,0.39304,6.899,43346.72,903.06,21.17,1.41
2356,27.90833,0.53715,4.53800,0.42791,6.150,43383.53,903.82,21.18,1.41
2357,32.92233,0.75510,3.88167,0.03934,8.481,43420.36,904.59,21.20,1.41
2358,28.61967,0.11083,4.43100,0.87580,6.459,43457.20,905.36,21.22,1.41
2359,43.43200,0.53217,3.95933,0.05651,10.970,43494.06,906.13,21.24,1.42
2360,30.92500,0.66316,4.05600,0.08988,7.625,43530.94,906.89,21.26,1.42
2361,32.00567,0.19617,4.07067,0.17048,7.863,43567.83,907.66,21.27,1.42
2362,28.03500,0.36648,4.46300,0.44291,6.282,43604.73,908.43,21.29,1.42
2363,34.17200,3.26174,4.54033,0.16118,7.526,43641.66,909.20,21.31,1.42
2364,39.35400,8.08160,3.97200,0.03021,9.908,43678.59,909.97,21.33,1.42
2365,34.46467,0.66310,4.16933,0.15118,8.266,43715.55,910.74,21.35,1.42
2366,27.81700,0.16772,3.77633,0.05551,7.366,43752.52,911.51,21.36,1.42
2367,32.85733,1.03824,4.49367,0.55265,7.312,43789.50,912.28,21.38,1.43
2368,36.45333,0.22051,3.94100,0.15229,9.250,43826.50,913.05,21.40,1.43
2369,34.16700,0.86639,4.37500,0.35294,7.810,43863.52,913.82,21.42,1.43
2370,31.41500,2.11620,3.94900,0.09193,7.955,43900.55,914.59,21.44,1.43
2371,33.41933,1.81680,4.24000,0.25863,7.882,43937.59,915.37,21.45,1.43
2372,28.68200,0.38766,4.44100,0.37655,6.458,43974.66,916.14,21.47,1.43
2373,29.98933,0.58177,4.18133,0.14635,7.172,44011.73,916.91,21.49,1.43
2374,30.56200,0.53140,4.36467,0.52554,7.002,44048.83,917.68,21.51,1.43
2375,33.42333,0.10540,4.47367,0.41230,7.471,44085.94,918.46,21.53,1.44
2376,30.59800,0.07993,4.51767,0.04638,6.773,44123.06,919.23,21.54,1.44
2377,31.48900,1.99693,4.24800,0.18044,7.413,44160.20,920.00,21.56,1.44
2378,28.61333,0.18387,4.22467,0.35670,6.773,44197.36,920.78,21.58,1.44
2379,31.95500,2.01310,4.16900,0.16512,7.665,44234.53,921.55,21.60,1.44
2380,30.13467,0.17914,3.84700,0.12288,7.833,44271.72,922.33,21.62,1.44
2381,31.46733,2.37828,4.18333,0.02444,7.522,44308.92,923.10,21.64,1.44
2382,28.04333,1.07085,4.46567,0.04532,6.280,44346.14,923.88,21.65,1.44
2383,31.66167,0.31907,4.56133,0.32814,6.941,44383.38,924.65,21.67,1.44
2384,35.49300,0.13793,4.21267,0.21394,8.425,44420.62,925.43,21.69,1.45
2385,32.02233,0.32547,4.16267,0.15369,7.693,44457.89,926.21,21.71,1.45
2386,29.22333,0.48528,4.08300,0.10809,7.157,44495.17,926.98,21.73,1.45
2387,32.59600,0.81339,4.86800,0.57339,6.696,44532.47,927.76,21.74,1.45
2388,30.20167,0.77213,4.25800,0.28625,7.093,44569.78,928.54,21.76,1.45
2389,34.14567,0.71819,4.48433,0.29634,7.614,44607.11,929.31,21.78,1.45
2390,29.52300,0.88334,4.26867,0.14214,6.916,44644.45,930.09,21.80,1.45
2391,36.37867,2.39740,5.65167,0.66451,6.437,44681.81,930.87,21.82,1.45
2392,30.85767,0.14704,3.96333,0.11368,7.786,44719.19,931.65,21.84,1.46
2393,34.15567,1.07945,4.35600,0.43588,7.841,44756.58,932.43,21.85,1.46
2394,32.47600,0.73662,4.17833,0.15672,7.772,44793.98,933.21,21.87,1.46
2395,34.53933,1.49517,4.30700,0.17861,8.019,44831.41,933.99,21.89,1.46
2396,30.96100,0.79059,4.47700,0.17065,6.916,44868.84,934.77,21.91,1.46
2397,35.40533,2.20885,4.42200,0.28253,8.007,44906.30,935.55,21.93,1.46
2398,31.72200,1.10521,4.37567,0.46271,7.250,44943.77,936.33,21.95,1.46
2399,35.01900,0.64583,4.37833,0.13629,7.998,44981.25,937.11,21.96,1.46
2400,39.39967,1.67074,4.18300,0.14005,9.419,45018.75,937.89,21.98,1.47
2401,35.85900,0.43754,4.08300,0.34360,8.783,45056.27,938.67,22.00,1.47
2402,33.52100,0.31725,4.22367,0.07293,7.936,45093.80,939.45,22.02,1.47
2403,40.94367,1.97437,4.54567,0.38406,9.007,45131.34,940.24,22.04,1.47
2404,31.68300,0.28214,4.10200,0.15199,7.724,45168.91,941.02,22.06,1.47
2405,36.84867,3.16372,4.18700,0.23584,8.801,45206.48,941.80,22.07,1.47
2406,31.68567,0.89152,4.26300,0.19029,7.433,45244.08,942.58,22.09,1.47
2407,40.03600,0.52836,4.26133,0.24356,9.395,45281.69,943.37,22.11,1.47
2408,37.50967,0.74500,4.37633,0.45925,8.571,45319.31,944.15,22.13,1.48
2409,37.71833,1.31417,4.84733,0.26477,7.781,45356.95,944.94,22.15,1.48
2410,32.92000,0.62767,3.86933,0.07030,8.508,45394.61,945.72,22.17,1.48
2411,36.13133,1.71136,3.90033,0.11619,9.264,45432.28,946.51,22.18,1.48
2412,32.84600,1.18684,4.80300,0.70092,6.839,45469.97,947.29,22.20,1.48
2413,37.78767,1.83636,4.80567,0.18222,7.863,45507.67,948.08,22.22,1.48
2414,32.66833,0.66997,3.82000,0.08415,8.552,45545.39,948.86,22.24,1.48
2415,36.66967,0.27141,4.26533,0.09446,8.597,45583.12,949.65,22.26,1.48
2416,38.62300,0.32813,4.67600,0.29437,8.260,45620.88,950.43,22.28,1.49
2417,38.10367,0.89059,4.44500,0.51421,8.572,45658.64,951.22,22.29,1.49
2418,33.01100,0.58958,4.11100,0.16597,8.030,45696.42,952.01,22.31,1.49
2419,46.05400,9.17462,4.72400,0.33486,9.749,45734.22,952.80,22.33,1.49
2420,31.87933,0.23172,4.67700,0.09926,6.816,45772.03,953.58,22.35,1.49
2421,38.35900,2.14201,4.26333,0.07607,8.997,45809.86,954.37,22.37,1.49
2422,32.44333,0.19184,4.08300,0.14478,7.946,45847.70,955.16,22.39,1.49
2423,37.51967,0.82053,4.24767,0.33182,8.833,45885.56,955.95,22.41,1.49
2424,34.98133,1.08236,4.08700,0.16625,8.559,45923.44,956.74,22.42,1.49
2425,38.15600,0.68206,4.34500,0.52470,8.782,45961.33,957.53,22.44,1.50
2426,31.89133,0.30893,4.73300,0.08806,6.738,45999.23,958.32,22.46,1.50
2427,37.93667,1.22049,4.22467,0.08970,8.980,46037.16,959.11,22.48,1.50
2428,31.80933,0.18479,3.88367,0.06585,8.191,46075.09,959.90,22.50,1.50
2429,39.03400,1.54125,5.57800,0.08744,6.998,46113.05,960.69,22.52,1.50
2430,35.35567,2.51958,4.71400,0.65537,7.500,46151.02,961.48,22.53,1.50
