矩阵大小,列访问时间(ms),列StdDev,行访问时间(ms),行StdDev,加速比,内存占用(KB),L1缓存倍数,L2缓存倍数,L3缓存倍数
1274,1.80520,0.10873,0.90880,0.04693,1.986,12690.23,264.38,6.20,0.41
1275,2.50420,0.23549,0.72180,0.03836,3.469,12710.16,264.79,6.21,0.41
1276,1.91450,0.20650,0.81030,0.14467,2.363,12730.09,265.21,6.22,0.41
1277,1.95270,0.21018,0.70730,0.03764,2.761,12750.05,265.63,6.23,0.42
1278,1.82280,0.14614,0.69590,0.02797,2.619,12770.02,266.04,6.24,0.42
1279,2.06370,0.35623,0.86300,0.16909,2.391,12790.00,266.46,6.25,0.42
1280,6.61190,0.71925,0.74270,0.05611,8.903,12810.00,266.88,6.25,0.42
1281,2.58150,0.24755,0.87590,0.18514,2.947,12830.02,267.29,6.26,0.42
1282,1.86920,0.23621,0.85950,0.17167,2.175,12850.05,267.71,6.27,0.42
1283,2.53040,0.63180,0.84600,0.13551,2.991,12870.09,268.13,6.28,0.42
1284,1.76760,0.04484,0.77540,0.09437,2.280,12890.16,268.54,6.29,0.42
1285,2.16000,0.35911,0.77510,0.06255,2.787,12910.23,268.96,6.30,0.42
1286,2.43740,0.53080,1.07370,0.12407,2.270,12930.33,269.38,6.31,0.42
1287,2.55380,0.21163,0.69630,0.02741,3.668,12950.44,269.80,6.32,0.42
1288,1.87390,0.13033,0.73350,0.04262,2.555,12970.56,270.22,6.33,0.42
1289,2.73310,0.58740,1.02070,0.27074,2.678,12990.70,270.64,6.34,0.42
1290,3.00650,0.17713,1.12480,0.14420,2.673,13010.86,271.06,6.35,0.42
1291,1.99780,0.25991,0.72820,0.02559,2.743,13031.03,271.48,6.36,0.42
1292,1.99960,0.26905,0.77200,0.04769,2.590,13051.22,271.90,6.37,0.42
1293,2.32100,0.28434,0.84470,0.10616,2.748,13071.42,272.32,6.38,0.43
1294,2.14380,0.09700,0.89010,0.03503,2.408,13091.64,272.74,6.39,0.43
1295,2.39940,0.28786,0.76910,0.08352,3.120,13111.88,273.16,6.40,0.43
1296,3.10630,0.44100,0.93360,0.06433,3.327,13132.12,273.59,6.41,0.43
1297,2.13140,0.26932,1.21440,0.30193,1.755,13152.39,274.01,6.42,0.43
1298,2.14940,0.47420,0.78210,0.06350,2.748,13172.67,274.43,6.43,0.43
1299,2.31110,0.24361,0.79490,0.10203,2.907,13192.97,274.85,6.44,0.43
1300,2.01140,0.06693,0.71340,0.03228,2.819,13213.28,275.28,6.45,0.43
1301,2.37420,0.28255,0.75140,0.04748,3.160,13233.61,275.70,6.46,0.43
1302,2.11220,0.18336,0.73130,0.03177,2.888,13253.95,276.12,6.47,0.43
1303,2.15710,0.20992,0.83220,0.16706,2.592,13274.31,276.55,6.48,0.43
1304,1.91560,0.20299,0.75180,0.04397,2.548,13294.69,276.97,6.49,0.43
1305,1.97460,0.15324,0.75240,0.04636,2.624,13315.08,277.40,6.50,0.43
1306,1.91070,0.11189,0.77220,0.05831,2.474,13335.48,277.82,6.51,0.43
1307,2.30910,0.21257,0.97490,0.24664,2.369,13355.91,278.25,6.52,0.43
1308,2.08800,0.20950,0.79020,0.07612,2.642,13376.34,278.67,6.53,0.44
1309,2.42370,0.42653,0.86660,0.09821,2.797,13396.80,279.10,6.54,0.44
1310,1.96710,0.17764,0.80850,0.12775,2.433,13417.27,279.53,6.55,0.44
1311,2.69920,0.70461,1.05700,0.08448,2.554,13437.75,279.95,6.56,0.44
1312,2.82210,0.39972,0.98750,0.11233,2.858,13458.25,280.38,6.57,0.44
1313,2.23120,0.29280,1.09780,0.07353,2.032,13478.77,280.81,6.58,0.44
1314,2.44280,0.87799,0.88180,0.08704,2.770,13499.30,281.24,6.59,0.44
1315,3.16540,1.51580,0.86860,0.19259,3.644,13519.84,281.66,6.60,0.44
1316,2.02460,0.19022,0.74210,0.03234,2.728,13540.41,282.09,6.61,0.44
1317,2.86040,0.57793,0.74980,0.02792,3.815,13560.98,282.52,6.62,0.44
1318,1.96050,0.12125,0.78400,0.04639,2.501,13581.58,282.95,6.63,0.44
1319,2.13550,0.15729,0.77290,0.02440,2.763,13602.19,283.38,6.64,0.44
1320,2.35180,0.26780,0.86080,0.07927,2.732,13622.81,283.81,6.65,0.44
1321,2.60730,0.17599,0.79290,0.05059,3.288,13643.45,284.24,6.66,0.44
1322,2.23090,0.27488,0.95470,0.09300,2.337,13664.11,284.67,6.67,0.44
1323,2.33940,0.13259,0.91590,0.14569,2.554,13684.78,285.10,6.68,0.45
1324,1.96910,0.14054,0.80420,0.04834,2.449,13705.47,285.53,6.69,0.45
1325,2.19270,0.16245,0.79040,0.03632,2.774,13726.17,285.96,6.70,0.45
1326,2.06970,0.10022,0.87820,0.08726,2.357,13746.89,286.39,6.71,0.45
1327,2.99050,0.10616,0.78480,0.06355,3.811,13767.62,286.83,6.72,0.45
1328,3.02350,0.18719,0.89800,0.25408,3.367,13788.38,287.26,6.73,0.45
1329,2.32280,0.34111,0.79500,0.03678,2.922,13809.14,287.69,6.74,0.45
1330,2.21590,0.19547,0.97580,0.05683,2.271,13829.92,288.12,6.75,0.45
1331,2.69780,0.36052,1.07960,0.06531,2.499,13850.72,288.56,6.76,0.45
1332,1.93390,0.05894,1.08920,0.16279,1.776,13871.53,288.99,6.77,0.45
1333,3.04980,0.52538,1.12740,0.08434,2.705,13892.36,289.42,6.78,0.45
1334,2.40820,0.13531,1.01450,0.06494,2.374,13913.20,289.86,6.79,0.45
1335,2.53920,0.16427,1.08870,0.07681,2.332,13934.06,290.29,6.80,0.45
1336,2.13440,0.23535,0.84700,0.17419,2.520,13954.94,290.73,6.81,0.45
1337,2.37870,0.24788,0.91980,0.21868,2.586,13975.83,291.16,6.82,0.45
1338,2.19100,0.16935,0.94860,0.36823,2.310,13996.73,291.60,6.83,0.46
1339,2.79120,0.35145,0.96480,0.13608,2.893,14017.66,292.03,6.84,0.46
1340,2.04130,0.17124,0.78300,0.03397,2.607,14038.59,292.47,6.85,0.46
1341,2.41010,0.16877,0.86040,0.05430,2.801,14059.55,292.91,6.87,0.46
1342,2.18020,0.16984,0.81970,0.03669,2.660,14080.52,293.34,6.88,0.46
1343,2.88380,0.56651,0.83100,0.05334,3.470,14101.50,293.78,6.89,0.46
1344,2.99120,0.36593,0.83680,0.07055,3.575,14122.50,294.22,6.90,0.46
1345,2.43550,0.27773,0.84260,0.09739,2.890,14143.52,294.66,6.91,0.46
1346,2.34400,0.17329,1.05410,0.22836,2.224,14164.55,295.09,6.92,0.46
1347,3.05640,0.49276,0.94420,0.18816,3.237,14185.59,295.53,6.93,0.46
1348,4.24760,0.37006,0.82210,0.04544,5.167,14206.66,295.97,6.94,0.46
1349,2.82970,0.56059,1.01190,0.21008,2.796,14227.73,296.41,6.95,0.46
1350,2.56080,0.35739,0.83590,0.03603,3.064,14248.83,296.85,6.96,0.46
1351,3.00320,0.28385,0.83990,0.04815,3.576,14269.94,297.29,6.97,0.46
1352,2.19900,0.27584,0.89000,0.14038,2.471,14291.06,297.73,6.98,0.47
1353,3.12600,0.46240,0.84680,0.07986,3.692,14312.20,298.17,6.99,0.47
1354,2.39390,0.15500,1.06490,0.07727,2.248,14333.36,298.61,7.00,0.47
1355,4.79590,0.34547,0.85320,0.05761,5.621,14354.53,299.05,7.01,0.47
1356,2.03720,0.06263,0.81380,0.04283,2.503,14375.72,299.49,7.02,0.47
1357,2.50020,0.26417,0.85480,0.06188,2.925,14396.92,299.94,7.03,0.47
1358,2.18640,0.16614,1.06420,0.12750,2.055,14418.14,300.38,7.04,0.47
1359,2.91130,0.39042,1.14200,0.06776,2.549,14439.38,300.82,7.05,0.47
1360,3.07290,0.39466,1.50070,0.67680,2.048,14460.62,301.26,7.06,0.47
1361,2.67130,0.24557,0.89630,0.09329,2.980,14481.89,301.71,7.07,0.47
1362,3.03910,0.32363,0.96510,0.45822,3.149,14503.17,302.15,7.08,0.47
1363,3.43080,0.59018,0.91150,0.10482,3.764,14524.47,302.59,7.09,0.47
1364,2.24570,0.19049,0.93550,0.21057,2.401,14545.78,303.04,7.10,0.47
1365,2.61020,0.20734,1.37110,0.16000,1.904,14567.11,303.48,7.11,0.47
1366,2.52300,0.39094,1.09220,0.05745,2.310,14588.45,303.93,7.12,0.47
1367,2.75550,0.24797,0.83270,0.05985,3.309,14609.81,304.37,7.13,0.48
1368,2.28140,0.19889,0.95580,0.12704,2.387,14631.19,304.82,7.14,0.48
1369,3.60260,0.26759,0.98380,0.16243,3.662,14652.58,305.26,7.15,0.48
1370,2.41120,0.29141,1.17880,0.36209,2.045,14673.98,305.71,7.17,0.48
1371,2.55540,0.35787,0.90430,0.05353,2.826,14695.41,306.15,7.18,0.48
1372,2.20450,0.16168,0.83410,0.04369,2.643,14716.84,306.60,7.19,0.48
1373,2.55010,0.34947,0.82150,0.03384,3.104,14738.30,307.05,7.20,0.48
1374,2.37280,0.20577,1.06310,0.20267,2.232,14759.77,307.50,7.21,0.48
1375,3.22410,0.39780,0.99970,0.31095,3.225,14781.25,307.94,7.22,0.48
1376,5.93830,0.65057,0.99420,0.11295,5.973,14802.75,308.39,7.23,0.48
1377,2.74000,0.33382,0.86370,0.04632,3.172,14824.27,308.84,7.24,0.48
1378,2.73950,0.55019,0.85810,0.06146,3.193,14845.80,309.29,7.25,0.48
1379,3.21760,0.36946,1.27950,0.11030,2.515,14867.34,309.74,7.26,0.48
1380,2.85960,0.30578,1.15510,0.38642,2.476,14888.91,310.19,7.27,0.48
1381,2.77360,0.26225,0.84100,0.05030,3.298,14910.48,310.64,7.28,0.49
1382,2.97950,0.42741,1.31410,0.16411,2.267,14932.08,311.08,7.29,0.49
1383,4.43650,0.41396,0.95730,0.10014,4.634,14953.69,311.54,7.30,0.49
1384,2.57680,0.15711,0.94660,0.19081,2.722,14975.31,311.99,7.31,0.49
1385,2.74930,0.46025,0.86560,0.06186,3.176,14996.95,312.44,7.32,0.49
1386,2.48130,0.32469,0.98890,0.10009,2.509,15018.61,312.89,7.33,0.49
1387,2.72250,0.30389,0.89660,0.12892,3.036,15040.28,313.34,7.34,0.49
1388,2.19250,0.13283,0.83490,0.05358,2.626,15061.97,313.79,7.35,0.49
1389,3.11160,0.40217,0.90440,0.07078,3.441,15083.67,314.24,7.37,0.49
1390,2.58510,0.23807,1.04710,0.16873,2.469,15105.39,314.70,7.38,0.49
1391,3.27300,0.40737,1.14460,0.18953,2.860,15127.12,315.15,7.39,0.49
1392,3.54940,0.48160,0.87870,0.05678,4.039,15148.88,315.60,7.40,0.49
1393,2.61610,0.30543,0.91180,0.09575,2.869,15170.64,316.06,7.41,0.49
1394,2.32540,0.16739,1.02410,0.18145,2.271,15192.42,316.51,7.42,0.49
1395,2.97730,0.60912,0.91240,0.03551,3.263,15214.22,316.96,7.43,0.50
1396,2.78630,0.35909,0.90620,0.11747,3.075,15236.03,317.42,7.44,0.50
1397,2.64670,0.40970,1.44000,0.16259,1.838,15257.86,317.87,7.45,0.50
1398,3.43810,0.41980,1.09130,0.15565,3.150,15279.70,318.33,7.46,0.50
1399,3.81030,0.76050,1.43270,0.18761,2.660,15301.56,318.78,7.47,0.50
1400,2.38020,0.19800,1.47260,0.27173,1.616,15323.44,319.24,7.48,0.50
1401,2.85140,0.38348,1.21140,0.06594,2.354,15345.33,319.69,7.49,0.50
1402,2.47650,0.16734,1.00760,0.07262,2.458,15367.23,320.15,7.50,0.50
1403,3.64860,0.60940,1.13270,0.31651,3.221,15389.16,320.61,7.51,0.50
1404,2.74690,0.61357,1.11410,0.28198,2.466,15411.09,321.06,7.52,0.50
1405,3.60460,0.29144,1.02060,0.17816,3.532,15433.05,321.52,7.54,0.50
1406,3.19100,0.15600,0.95620,0.12941,3.337,15455.02,321.98,7.55,0.50
1407,3.59720,0.29632,1.27270,0.26249,2.826,15477.00,322.44,7.56,0.50
1408,4.27750,0.47699,0.96040,0.10615,4.454,15499.00,322.90,7.57,0.50
1409,3.23570,0.30667,1.04470,0.16412,3.097,15521.02,323.35,7.58,0.51
1410,2.76200,0.26465,0.93250,0.06499,2.962,15543.05,323.81,7.59,0.51
1411,3.61490,0.23786,1.18370,0.04808,3.054,15565.09,324.27,7.60,0.51
1412,2.64800,0.20643,0.95900,0.10292,2.761,15587.16,324.73,7.61,0.51
1413,3.67800,0.13953,0.96960,0.08812,3.793,15609.23,325.19,7.62,0.51
1414,2.82650,0.20846,1.08320,0.30788,2.609,15631.33,325.65,7.63,0.51
1415,2.97650,0.41142,1.23070,0.05060,2.419,15653.44,326.11,7.64,0.51
1416,2.24150,0.05690,1.10240,0.04817,2.033,15675.56,326.57,7.65,0.51
1417,3.11830,0.23144,1.31520,0.10977,2.371,15697.70,327.04,7.66,0.51
1418,2.84770,0.35012,1.27620,0.13963,2.231,15719.86,327.50,7.68,0.51
1419,3.38570,0.33557,0.93610,0.11469,3.617,15742.03,327.96,7.69,0.51
1420,2.56460,0.28154,0.95850,0.12119,2.676,15764.22,328.42,7.70,0.51
1421,3.27790,0.38273,1.08750,0.14964,3.014,15786.42,328.88,7.71,0.51
1422,3.03420,0.28122,1.43370,0.88489,2.116,15808.64,329.35,7.72,0.51
1423,3.43590,0.65564,1.10930,0.19336,3.097,15830.88,329.81,7.73,0.52
1424,3.69430,0.32045,1.05560,0.10701,3.500,15853.12,330.27,7.74,0.52
1425,3.10540,0.22190,1.23510,0.26699,2.514,15875.39,330.74,7.75,0.52
1426,2.61970,0.21280,1.18350,0.11837,2.214,15897.67,331.20,7.76,0.52
1427,3.27530,0.39310,1.33110,0.11002,2.461,15919.97,331.67,7.77,0.52
1428,2.78470,0.26060,1.27730,0.28601,2.180,15942.28,332.13,7.78,0.52
1429,4.19780,0.72121,1.18950,0.12645,3.529,15964.61,332.60,7.80,0.52
1430,2.85690,0.25550,1.19750,0.28145,2.386,15986.95,333.06,7.81,0.52
1431,3.43540,0.25103,1.18090,0.13326,2.909,16009.31,333.53,7.82,0.52
1432,2.40890,0.09704,0.90770,0.05440,2.654,16031.69,333.99,7.83,0.52
1433,3.42430,0.45687,1.21730,0.26031,2.813,16054.08,334.46,7.84,0.52
1434,2.74340,0.15020,1.00800,0.15197,2.722,16076.48,334.93,7.85,0.52
1435,3.43150,0.26454,1.39030,0.13838,2.468,16098.91,335.39,7.86,0.52
1436,3.09650,0.27026,1.26670,0.11639,2.445,16121.34,335.86,7.87,0.52
1437,3.96230,0.35698,1.21960,0.16336,3.249,16143.80,336.33,7.88,0.53
1438,2.73020,0.19323,0.96070,0.06505,2.842,16166.27,336.80,7.89,0.53
1439,4.14110,0.99754,1.51470,0.19479,2.734,16188.75,337.27,7.90,0.53
1440,5.85640,0.68599,1.11550,0.10086,5.250,16211.25,337.73,7.92,0.53
1441,3.45730,0.22193,1.02680,0.14403,3.367,16233.77,338.20,7.93,0.53
1442,2.62240,0.16712,1.01920,0.13751,2.573,16256.30,338.67,7.94,0.53
1443,3.91540,0.64053,1.20140,0.21737,3.259,16278.84,339.14,7.95,0.53
1444,2.94920,0.16865,1.24860,0.12125,2.362,16301.41,339.61,7.96,0.53
1445,4.50420,0.40157,1.22820,0.17621,3.667,16323.98,340.08,7.97,0.53
1446,3.41060,0.30501,1.00260,0.12784,3.402,16346.58,340.55,7.98,0.53
1447,4.45450,1.10520,0.98280,0.07581,4.532,16369.19,341.02,7.99,0.53
1448,2.85200,0.37327,1.24840,0.10892,2.285,16391.81,341.50,8.00,0.53
1449,3.44550,0.29241,1.42530,0.07155,2.417,16414.45,341.97,8.01,0.53
1450,3.34110,0.49436,1.23020,0.07002,2.716,16437.11,342.44,8.03,0.54
1451,4.15580,0.51549,1.40490,0.15537,2.958,16459.78,342.91,8.04,0.54
1452,3.31190,0.40209,1.19500,0.05293,2.771,16482.47,343.38,8.05,0.54
1453,3.46380,0.19373,1.06430,0.06927,3.255,16505.17,343.86,8.06,0.54
1454,3.21450,0.33315,1.52720,0.60196,2.105,16527.89,344.33,8.07,0.54
1455,3.77530,0.43644,1.36760,0.05639,2.761,16550.62,344.80,8.08,0.54
1456,4.36870,0.32088,1.32980,0.09398,3.285,16573.38,345.28,8.09,0.54
1457,4.20360,0.41718,1.08100,0.09718,3.889,16596.14,345.75,8.10,0.54
1458,2.81870,0.17315,0.98930,0.06090,2.849,16618.92,346.23,8.11,0.54
1459,3.84120,0.45073,1.44350,0.17726,2.661,16641.72,346.70,8.13,0.54
1460,2.85660,0.23805,1.10370,0.13016,2.588,16664.53,347.18,8.14,0.54
1461,4.27250,0.31217,1.04050,0.07986,4.106,16687.36,347.65,8.15,0.54
1462,2.78880,0.19267,1.06200,0.08143,2.626,16710.20,348.13,8.16,0.54
1463,4.05290,0.39929,1.46980,0.11466,2.757,16733.06,348.61,8.17,0.54
1464,2.68330,0.20748,0.96960,0.04180,2.767,16755.94,349.08,8.18,0.55
1465,3.73160,0.53531,1.50490,0.30645,2.480,16778.83,349.56,8.19,0.55
1466,3.28020,0.39346,1.24830,0.15308,2.628,16801.73,350.04,8.20,0.55
1467,3.93560,0.47129,1.09830,0.15648,3.583,16824.66,350.51,8.22,0.55
1468,3.67540,0.67883,1.02830,0.09494,3.574,16847.59,350.99,8.23,0.55
1469,4.16590,0.42073,1.21030,0.28806,3.442,16870.55,351.47,8.24,0.55
1470,3.60980,0.41211,1.42570,0.29692,2.532,16893.52,351.95,8.25,0.55
1471,4.08850,0.34912,1.04300,0.12947,3.920,16916.50,352.43,8.26,0.55
1472,4.17820,0.34359,0.97520,0.07026,4.284,16939.50,352.91,8.27,0.55
1473,4.24330,0.64209,1.02040,0.10471,4.158,16962.52,353.39,8.28,0.55
1474,3.00690,0.12322,1.30640,0.12803,2.302,16985.55,353.87,8.29,0.55
1475,3.77710,0.52195,1.31510,0.29068,2.872,17008.59,354.35,8.30,0.55
1476,3.66970,0.19214,1.16430,0.15865,3.152,17031.66,354.83,8.32,0.55
1477,3.96590,0.52742,1.03530,0.07203,3.831,17054.73,355.31,8.33,0.56
1478,4.00880,0.25211,1.05680,0.08522,3.793,17077.83,355.79,8.34,0.56
1479,4.48470,0.29110,1.39450,0.08998,3.216,17100.94,356.27,8.35,0.56
1480,3.23460,0.35282,1.02800,0.07268,3.146,17124.06,356.75,8.36,0.56
1481,3.66350,0.23420,1.19430,0.27979,3.067,17147.20,357.23,8.37,0.56
1482,3.54400,0.42828,1.30970,0.15746,2.706,17170.36,357.72,8.38,0.56
1483,3.44170,0.20006,1.39860,0.07826,2.461,17193.53,358.20,8.40,0.56
1484,4.24210,0.46812,1.62230,0.16309,2.615,17216.72,358.68,8.41,0.56
1485,4.05420,0.40394,4.85850,8.97288,0.834,17239.92,359.17,8.42,0.56
1486,4.36740,0.46647,1.67230,0.24527,2.612,17263.14,359.65,8.43,0.56
1487,4.12230,0.73647,1.13220,0.10891,3.641,17286.38,360.13,8.44,0.56
1488,5.12250,0.61445,1.34760,0.20311,3.801,17309.62,360.62,8.45,0.56
1489,4.14360,0.41388,1.20510,0.17903,3.438,17332.89,361.10,8.46,0.56
1490,3.04750,0.12743,1.08780,0.06267,2.802,17356.17,361.59,8.47,0.56
1491,3.96540,0.36291,1.19250,0.16605,3.325,17379.47,362.07,8.49,0.57
1492,3.06750,0.29292,1.14050,0.13027,2.690,17402.78,362.56,8.50,0.57
1493,4.19250,0.17830,1.13080,0.16223,3.708,17426.11,363.04,8.51,0.57
1494,3.07720,0.24569,1.35000,0.12916,2.279,17449.45,363.53,8.52,0.57
1495,3.91700,0.35502,1.32470,0.22161,2.957,17472.81,364.02,8.53,0.57
1496,2.89140,0.48983,1.16700,0.19477,2.478,17496.19,364.50,8.54,0.57
1497,5.26380,0.57375,1.85860,0.35186,2.832,17519.58,364.99,8.55,0.57
1498,3.15450,0.31016,1.16340,0.19719,2.711,17542.98,365.48,8.57,0.57
1499,4.47190,0.67231,1.71150,0.29287,2.613,17566.41,365.97,8.58,0.57
1500,2.89360,0.36131,1.22940,0.11107,2.354,17589.84,366.46,8.59,0.57
1501,4.41830,0.33032,1.12060,0.15024,3.943,17613.30,366.94,8.60,0.57
1502,3.46580,0.49264,1.19510,0.24149,2.900,17636.77,367.43,8.61,0.57
1503,4.35230,0.32680,1.09030,0.11057,3.992,17660.25,367.92,8.62,0.57
1504,4.55490,0.33955,1.13130,0.08640,4.026,17683.75,368.41,8.63,0.58
1505,4.24990,0.43891,1.46890,0.11954,2.893,17707.27,368.90,8.65,0.58
1506,3.77930,0.63663,1.08530,0.05599,3.482,17730.80,369.39,8.66,0.58
1507,4.54850,0.26368,1.24380,0.14008,3.657,17754.34,369.88,8.67,0.58
1508,3.03200,0.22761,1.09800,0.06378,2.761,17777.91,370.37,8.68,0.58
1509,4.15430,0.27136,1.16670,0.08090,3.561,17801.48,370.86,8.69,0.58
1510,4.09620,0.25140,1.37500,0.14433,2.979,17825.08,371.36,8.70,0.58
1511,3.97530,0.33745,1.53710,0.13206,2.586,17848.69,371.85,8.72,0.58
1512,4.18470,0.25516,1.27160,0.32758,3.291,17872.31,372.34,8.73,0.58
1513,3.94750,0.31017,1.14720,0.08260,3.441,17895.95,372.83,8.74,0.58
1514,3.72130,0.28605,1.23200,0.11963,3.021,17919.61,373.33,8.75,0.58
1515,4.02340,0.34311,1.50080,0.20197,2.681,17943.28,373.82,8.76,0.58
1516,3.03930,0.14394,1.23430,0.13581,2.462,17966.97,374.31,8.77,0.58
1517,4.04390,0.45808,1.24110,0.22770,3.258,17990.67,374.81,8.78,0.59
1518,3.51870,0.20123,1.40730,0.16560,2.500,18014.39,375.30,8.80,0.59
1519,3.88130,0.30730,1.55940,0.17160,2.489,18038.12,375.79,8.81,0.59
1520,4.68490,0.46909,1.18150,0.08980,3.965,18061.88,376.29,8.82,0.59
1521,4.38360,0.28218,1.22400,0.16904,3.581,18085.64,376.78,8.83,0.59
1522,3.57380,0.20724,1.27550,0.20180,2.802,18109.42,377.28,8.84,0.59
1523,4.06590,0.26224,1.58490,0.13233,2.565,18133.22,377.78,8.85,0.59
1524,3.02880,0.15943,1.44100,0.09837,2.102,18157.03,378.27,8.87,0.59
1525,4.24870,0.67188,1.26380,0.25914,3.362,18180.86,378.77,8.88,0.59
1526,3.36020,0.20755,1.18860,0.20305,2.827,18204.70,379.26,8.89,0.59
1527,3.99060,0.26781,1.31720,0.30204,3.030,18228.56,379.76,8.90,0.59
1528,3.24520,0.31699,1.21910,0.10954,2.662,18252.44,380.26,8.91,0.59
1529,4.58540,0.28838,1.21850,0.10410,3.763,18276.33,380.76,8.92,0.59
1530,4.14570,0.46685,1.20100,0.19319,3.452,18300.23,381.25,8.94,0.60
1531,4.13160,0.21518,1.17330,0.12367,3.521,18324.16,381.75,8.95,0.60
1532,3.24440,0.19960,1.25330,0.13034,2.589,18348.09,382.25,8.96,0.60
1533,4.76100,0.51806,1.09530,0.08499,4.347,18372.05,382.75,8.97,0.60
1534,4.34930,0.66571,1.33520,0.10708,3.257,18396.02,383.25,8.98,0.60
1535,4.66640,0.44019,1.16050,0.10599,4.021,18420.00,383.75,8.99,0.60
1536,14.96830,0.40596,1.11960,0.10530,13.369,18444.00,384.25,9.01,0.60
1537,4.36510,0.17127,1.42350,0.15249,3.066,18468.02,384.75,9.02,0.60
1538,3.76000,0.29034,1.46410,0.11858,2.568,18492.05,385.25,9.03,0.60
1539,4.79910,0.53857,1.63830,0.19790,2.929,18516.09,385.75,9.04,0.60
1540,3.35300,0.37864,1.30790,0.15324,2.564,18540.16,386.25,9.05,0.60
1541,5.66770,0.47946,1.37850,0.25743,4.111,18564.23,386.75,9.06,0.60
1542,3.94820,0.29905,1.46130,0.21566,2.702,18588.33,387.26,9.08,0.61
1543,4.27220,0.42214,1.15440,0.12244,3.701,18612.44,387.76,9.09,0.61
1544,3.42990,0.32561,1.45690,0.22296,2.354,18636.56,388.26,9.10,0.61
1545,5.14340,0.28688,1.20540,0.13737,4.267,18660.70,388.76,9.11,0.61
1546,3.61280,0.19312,1.29010,0.34236,2.800,18684.86,389.27,9.12,0.61
1547,4.75180,0.29010,1.40450,0.31630,3.383,18709.03,389.77,9.14,0.61
1548,4.02450,0.22341,1.47760,0.17228,2.724,18733.22,390.28,9.15,0.61
1549,8.01580,1.83239,2.02340,0.47210,3.962,18757.42,390.78,9.16,0.61
1550,5.24150,0.55023,1.26660,0.12694,4.138,18781.64,391.28,9.17,0.61
1551,4.22830,0.41454,1.73050,0.21253,2.443,18805.88,391.79,9.18,0.61
1552,4.24710,0.40369,1.27750,0.14276,3.325,18830.12,392.29,9.19,0.61
1553,5.89560,0.53124,1.22750,0.09431,4.803,18854.39,392.80,9.21,0.61
1554,4.39570,0.16473,1.42390,0.25109,3.087,18878.67,393.31,9.22,0.61
1555,4.69820,0.84185,1.48960,0.21000,3.154,18902.97,393.81,9.23,0.62
1556,4.00440,0.26780,1.28780,0.15570,3.109,18927.28,394.32,9.24,0.62
1557,5.84240,0.52549,1.61360,0.14741,3.621,18951.61,394.83,9.25,0.62
1558,3.83590,0.27993,1.18600,0.06268,3.234,18975.95,395.33,9.27,0.62
1559,4.66760,0.20112,1.64110,0.09221,2.844,19000.31,395.84,9.28,0.62
1560,3.61060,0.48210,1.20050,0.07105,3.008,19024.69,396.35,9.29,0.62
1561,4.79700,0.25324,1.28610,0.13347,3.730,19049.08,396.86,9.30,0.62
1562,3.82640,0.11948,1.29270,0.10474,2.960,19073.48,397.36,9.31,0.62
1563,4.85230,0.19612,1.42180,0.14040,3.413,19097.91,397.87,9.33,0.62
1564,3.42690,0.20052,1.22480,0.06378,2.798,19122.34,398.38,9.34,0.62
1565,5.01550,0.40422,1.25540,0.11481,3.995,19146.80,398.89,9.35,0.62
1566,3.91260,0.19837,1.24720,0.08677,3.137,19171.27,399.40,9.36,0.62
1567,5.97750,1.35938,1.78590,0.25000,3.347,19195.75,399.91,9.37,0.62
1568,7.34310,1.77874,1.51260,0.14953,4.855,19220.25,400.42,9.38,0.63
1569,4.47810,0.31469,1.73310,0.11380,2.584,19244.77,400.93,9.40,0.63
1570,3.87820,0.25053,1.30430,0.13164,2.973,19269.30,401.44,9.41,0.63
1571,5.26870,0.36069,1.60350,0.11722,3.286,19293.84,401.96,9.42,0.63
1572,4.07970,0.18581,1.23810,0.09615,3.295,19318.41,402.47,9.43,0.63
1573,4.77740,0.23134,1.41090,0.23269,3.386,19342.98,402.98,9.44,0.63
1574,3.90360,0.24064,1.33220,0.19036,2.930,19367.58,403.49,9.46,0.63
1575,4.69600,0.34503,1.40690,0.18452,3.338,19392.19,404.00,9.47,0.63
1576,3.85260,0.27343,1.43580,0.28465,2.683,19416.81,404.52,9.48,0.63
1577,4.79570,0.37655,1.30240,0.19035,3.682,19441.45,405.03,9.49,0.63
1578,4.07800,0.54613,1.79280,0.17028,2.275,19466.11,405.54,9.50,0.63
1579,4.28910,0.23707,1.86980,0.14595,2.294,19490.78,406.06,9.52,0.63
1580,4.33810,0.85521,1.57440,0.12200,2.755,19515.47,406.57,9.53,0.64
1581,4.64940,0.37043,1.67000,0.07826,2.784,19540.17,407.09,9.54,0.64
1582,4.25470,0.23065,1.69050,0.18823,2.517,19564.89,407.60,9.55,0.64
1583,5.27060,0.31756,1.44730,0.20894,3.642,19589.62,408.12,9.57,0.64
1584,5.37180,0.59345,1.31500,0.15982,4.085,19614.38,408.63,9.58,0.64
1585,4.68220,0.29057,2.04110,0.22337,2.294,19639.14,409.15,9.59,0.64
1586,5.15130,0.13067,1.41080,0.14060,3.651,19663.92,409.67,9.60,0.64
1587,5.23480,0.13417,1.71150,0.09075,3.059,19688.72,410.18,9.61,0.64
1588,3.41400,0.15802,1.67800,0.08967,2.035,19713.53,410.70,9.63,0.64
1589,5.10330,0.42021,1.74200,0.15391,2.930,19738.36,411.22,9.64,0.64
